Store ID,Store Site,Street Address,City,ST,Postal Code,Gross Area,Sales Area,Staging,Mezzanine,Staging + Mezzanine,STORE,STORE_NAME,STORE_NAME10,STORE_NAME3,STORE_CLASS,STORE_MGR_NAME,STORE_OPEN_DATE,STORE_CLOSE_DATE,PHONE_NUMBER,TOTAL_SQUARE_FT,SELLING_SQUARE_FT,CHANNEL_ID,MALL_NAME,DISTRICT,DEFAULT_WH,Pincode,CURRENCY_CODE,INTEGRATED_POS_IND,ORIG_CURRENCY_CODE,Longitude,Latitude
1053,"BOS-WEYMOUTH, MA",729 Bridge St,North Weymouth,MA,2191,34156,18488,10906,0,10906,1053,"BOS-WEYMOUTH, MA",1053,BOS,C,BOB SCHNEIDER,05-08-11,,781-335-0456,34156,18488,1,,310,8,,USD,Y,USD,-70.94434,42.242749
1054,ORL-WATERFORD LAKES,400 N Alafaya Trl,Orlando,FL,32828,33860,18218,3206,0,3206,1054,ORL-WATERFORD LAKES,1054,ORL,C,JENNIFER YOLISH,25-02-11,,407-282-9161,33817,18218,1,,409,7,,USD,Y,USD,-81.18404,28.542132
1191,NYC-MANHATTAN/CHELSEA,675 Ave of the Americas,New York,NY,10010,33500,21176,2365,0,2365,1191,NYC-MANHATN-CHELSEA,1191,NYC,C,UNKNOWN,17-07-14,,646-259-3911,32019,21176,1,,302,8,,USD,Y,USD,-73.98205,40.739022
8817,DFW-ARLINGTON,1108 W Arbrook Blvd,Arlington,TX,76015,33351,21842,7174,0,7174,8817,DFW-ARLINGTON,8817,DFW,C,STEPHEN WAYNE HARWELL,02-10-99,,817-468-7983,40137,32948,1,,403,1,,USD,Y,USD,-97.13546,32.691393
9826,SPOKANE-NORTH DIVISION,7630 N Division St Ste A,Spokane,WA,99208,32953,21291,8926,0,8926,9826,SPOKANE- NORTH DIVISION,9826,SPO,A,NANCY R CREIGHTON,28-06-98,,509-484-2509,25363,21588,1,,108,2,,USD,Y,USD,-117.43916,47.740491
8502,PORT-BEAVERTON/WESTERN,4955 SW Western Ave,Beaverton,OR,97005,32500,24880,2667,0,2667,8502,PORT-BEAVERTON/ WESTERN,8502,BEA,A,DENISE CURTIS,01-12-94,,503-646-8385,32500,25296,1,,109,2,,USD,Y,USD,-122.80359,45.49106
8806,FREDERICKSBURG,"3102 Plank Rd, Ste 299",Fredericksburg,VA,22407,32440,22874,4821,0,4821,8806,FREDERICKSBURG,8806,FRE,A,KIM E ROSE,17-07-99,,540-785-8540,32117,25244,1,,221,7,,USD,Y,USD,-77.5559,38.271028
9183,DEN-COLORADO BLVD,2780 S Colorado Blvd Ste 306-B,Denver,CO,80222,32436,20159,8661,0,8661,9183,DEN-COLORADO BLVD,9183,DEN,C,DARRELL CIRBO,26-02-10,,303-758-9914,32644,20159,1,,106,2,,USD,Y,USD,-104.92766,39.669237
5059,BEAUMONT,4450 N Dowlen Rd,Beaumont,TX,77706,32065,20493,8288,0,8288,5059,BEAUMONT,5059,BEA,C,UNKNOWN,06-03-14,,409-234-7094,33129,20493,1,,402,1,,USD,Y,USD,-94.16377,30.092679
1052,"HYANNIS, MA",88 Enterprise Rd,Hyannis,MA,2601,31966,19567,6621,4398,11019,1052,"HYANNIS, MA",1052,HYA,C,RUSSELL HARRIS,01-10-10,,508-778-0317,30418,19249,1,,310,8,,USD,Y,USD,-70.2895,41.654741
3849,CHI-SKOKIE,7055 Central Ave,Skokie,IL,60077,31810,20788,7718,0,7718,3849,CHI-SKOKIE,3849,CHI,A,BOB BREJLA,27-07-03,,847-410-0280,31558,20788,1,,201,9,,USD,Y,USD,-87.75764,42.033313
5019,CHI-KILDEER,"20505 N Rand Rd, Ste 230",Kildeer,IL,60047,31578,20383,5967,0,5967,5019,CHI-KILDEER,5019,CHI,C,SHAUN WILSON,16-09-11,,847-550-0832,31855,20395,1,,201,9,,USD,Y,USD,-88.05859,42.199957
9955,"ALBANY, NY",161 Washington Ave Ext Ste 8,Albany,NY,12205,31480,22464,8167,0,8167,9955,"ALBANY, NY",9955,ALB,C,MICHAEL P HARVEY,28-08-99,,518-456-7015,33703,26714,1,CROSSGATES COMMONS,220,8,,USD,Y,USD,-73.8179,42.713328
3744,DET-NOVI,43635 W Oaks Dr,Novi,MI,48377,31447,21644,2556,0,2556,3744,DET-NOVI,3744,DET,A,MATTHEW KIMBALL,30-10-03,,248-319-0056,31394,21644,1,,204,9,,USD,Y,USD,-83.47314,42.511766
4808,TUCSON-BROADWAY,7150 E Broadway Blvd,Tucson,AZ,85710,31416,22620,4961,0,4961,4808,TUCSON-BROADWAY,4808,TUC,A,STEVE VASIS,12-09-04,,520-722-1074,27459,21738,1,,102,4,,USD,Y,USD,-110.82559,32.213291
9563,"DC-RESTON, VA",11630 Plaza America Dr,Reston,VA,20190,31175,25861,2051,0,2051,9563,"DC-RESTON, VA",9563,RES,A,BRIAN K FERN,09-11-95,,703-736-0530,31175,26371,1,,315,8,,USD,Y,USD,-77.3462,38.959673
9949,NEW HAVEN-MILFORD,79 Turnpike Sq,Milford,CT,6460,31150,20421,4992,0,4992,9949,NEW HAVEN-MILFORD,9949,NEW,C,PAULA A DIZIGAN,14-10-99,,203-877-9677,33404,20341,1,TURNPIKE SQUARE,311,8,,USD,Y,USD,-73.0554,41.21953
9568,TAMPA-BRANDON,2564 W Brandon Blvd,Brandon,FL,33511,31047,22244,2497,0,2497,9568,TAMPA-BRANDON,9568,BRA,A,KELLY HILL BRINKLEY,09-11-95,,813-653-9700,45129,22879,1,,411,7,,USD,Y,USD,-82.2948,27.911201
5155,S.JOS-SUNNYVALE,777 E El Camino Real,Sunnyvale,CA,94087,30908,18627,2364,0,2364,5155,S.JOS-SUNNYVALE,5155,SJO,C,UNKNOWN,27-09-18,,669-215-4040,30908,18627,1,,114,2,,USD,Y,USD,-122.03602,37.350091
8807,CHARLOTTESVILLE,1035 Emmet St N,Charlottesville,VA,22903,30800,21445,2069,0,2069,8807,CHARLOTTESVILLE,8807,CHA,A,MICHAEL C MAYNARD,17-07-99,,434-971-1072,30591,21443,1,,221,7,,USD,Y,USD,-78.5348,38.026342
9195,VEGAS-N LAS VEGAS,6990 N 5th St,North Las Vegas,NV,89084,30605,18563,7715,0,7715,9195,VEGAS-N LAS VEGAS,9195,VEG,C,ANDY STILES,17-06-11,,702-649-4910,30605,18563,1,,104,4,,USD,Y,USD,-115.148644,36.281388
9196,LA-WEST COVINA,940 Lakes Dr,West Covina,CA,91790,30601,19589,6642,0,6642,9196,LA-WEST COVINA,9196,LA-,C,HOI TAM,02-09-11,,626-918-7567,30072,19589,1,,121,4,,USD,Y,USD,-117.93835,34.068059
2048,DFW-FT WORTH/HULEN,4921 Overton Ridge Blvd,Fort Worth,TX,76132,30512,22420,5066,0,5066,2048,DFW-FT. WORTH/HULEN,2048,DFW,A,KEVIN GREENE,20-07-00,,817-423-1727,30523,22566,1,,403,1,,USD,Y,USD,-97.4143,32.670345
2744,MSP-MAPLEWOOD,2980 White Bear Ave N,Maplewood,MN,55109,30445,23192,2880,0,2880,2744,MSP-MAPLEWOOD,2744,MSP,A,ROBERT N STEWART,14-02-02,,651-770-0350,29097,23192,1,,214,9,,USD,Y,USD,-93.01845,45.010632
5084,SANTA MARIA,1321 S Bradley Rd,Santa Maria,CA,93454,30424,20384,7599,0,7599,5084,SANTA MARIA,5084,SAN,C,UNKNOWN,23-08-16,,805-867-7500,31005,20384,1,,117,4,,USD,Y,USD,-120.34876,34.900809
9531,YUMA,320 W 32nd St,Yuma,AZ,85364,30379,23920,3067,0,3067,9531,YUMA,9531,YUM,C,STORE CLOSED,15-06-95,23-02-20,928-344-5522,40767,22799,1,,101,4,,USD,Y,USD,-114.64644,32.704499
2062,LI-HUNTINGTON,350 Walt Whitman Rd,Huntington Station,NY,11746,30271,19691,2415,0,2415,2062,LI-HUNTINGTON,2062,HUN,C,LINDA A KASTEN,15-06-00,,631-423-0381,25108,19955,1,,304,8,,USD,Y,USD,-73.37553,40.821698
2875,ATL-ALPHARETTA,7491 N Point Pkwy,Alpharetta,GA,30022,30227,22311,4075,0,4075,2875,ATL-ALPHARETTA,2875,ATL,A,CLYDE MASON,06-10-02,,678-722-0036,29806,22243,1,,417,7,,USD,Y,USD,-84.24506,34.026238
6819,"DULUTH, MN",925 W Central Entrance Hwy,Duluth,MN,55811,30225,20808,5548,0,5548,6819,"DULUTH, MN",6819,DUL,A,MIKE WOOD,10-09-06,,218-723-0062,29731,20808,1,,215,9,,USD,Y,USD,-92.18242,46.821489
7819,KC-OLATHE,14685 W 119th St,Olathe,KS,66062,30200,19664,6918,0,6918,7819,KC-OLATHE,7819,KCO,A,JIM BERRY,23-06-07,,913-397-0545,29452,19664,1,,218,1,,USD,Y,USD,-94.77581,38.860511
2203,VA BCH-CONSTITUTION,304 Constitution Dr,Virginia Beach,VA,23462,30197,24386,1632,0,1632,2203,VA BCH-CONSTITUTION,2203,VB,E,BONNIE K DUBS,07-10-93,,757-552-0772,39332,24391,1,,316,7,,USD,Y,USD,-76.15177,36.839648
1044,CHI-NORRIDGE,7010 W Forest Preserve Dr,Norridge,IL,60706,30112,17510,6086,371,6457,1044,CHI-NORRIDGE,1044,CHI,C,ROD GUARNIERE,24-09-10,,708-457-8075,30701,18591,1,,201,9,,USD,Y,USD,-87.81686,41.96418
9835,DFW-LEWISVILLE,2325 S Stemmons Frwy Ste 402,Lewisville,TX,75067,30100,25040,1968,0,1968,9835,DFW-LEWISVILLE,9835,DFW,A,RANDY S ZUBE,07-06-98,,972-316-0837,30039,22465,1,,405,1,,USD,Y,USD,-97.00771,33.020118
2029,ALBANY-CLIFTON PARK,48 Crossing Blvd,Clifton Park,NY,12065,30078,24110,2843,0,2843,2029,ALBANY-CLIFTON PARK,2029,ALB,C,JOHN R PACIFICO,03-02-00,,518-373-9820,30075,24304,1,THE CROSSING,220,8,,USD,Y,USD,-73.78445,42.853676
5047,ATL-DOUGLASVILLE,2880 Chapel Hill Rd,Douglasville,GA,30135,30067,19739,6951,0,6951,5047,ATL-DOUGLASVILLE,5047,ATL,C,UNKNOWN,30-08-13,,770-949-1950,29800,19739,1,,418,7,,USD,Y,USD,-84.73756,33.701554
4820,LI-ROOSEVELT FIELD,1280 Corporate Dr,Westbury,NY,11590,30036,22250,3218,2372,5590,4820,LI-ROOSEVELT FIELD,4820,ROO,A,CHRIS SCAURRO,25-04-04,,516-693-0420,28923,22250,1,,304,8,,USD,Y,USD,-73.57536,40.756287
1298,DC-CHEVY CHASE,5252 Wisconsin Ave NW,Washington,DC,20015,30000,16341,6495,0,6495,1298,DC-CHEVY CHASE,1298,DC-,C,UNKNOWN,04-10-16,,202-899-6956,21527,18063,1,,320,8,,USD,Y,USD,-77.06737,38.96516
8816,ROCH-PITTSFORD,3349 Monroe Ave,Rochester,NY,14618,30000,23815,2886,0,2886,8816,ROCH-PITTSFORD,8816,ROC,A,JERRY NORTHCUTT,19-06-99,,585-381-1670,30245,23842,1,,209,8,,USD,Y,USD,-77.55904,43.116713
4738,BOS-CHELMSFORD,265 Chelmsford St,Chelmsford,MA,1824,30000,23498,2813,0,2813,4738,BOS-CHELMSFORD,4738,BOS,A,PAUL MENSINGER,10-06-04,,978-256-5281,28847,23498,1,,312,8,,USD,Y,USD,-71.3544,42.595491
2047,WACO,521 N Valley Mills Dr,Waco,TX,76710,30000,24044,2209,0,2209,2047,WACO,2047,WAC,C,ROGER L ALLAN,27-04-00,,254-776-7009,30011,24012,1,,407,1,,USD,Y,USD,-97.18588,31.535916
9833,DFW-PLANO/15TH ST,801 W 15th St Ste A,Plano,TX,75075,30000,26080,1015,0,1015,9833,DFW-PLANO/ 15TH ST,9833,DFW,A,STEVE WYLY,07-06-98,,972-422-9990,30344,26256,1,,405,1,,USD,Y,USD,-96.74038,33.024721
1104,OKC-N. MAY,5012 N May Ave,Oklahoma City,OK,73112,29975,25153,1566,0,1566,1104,OKC-N. MAY,1104,OKC,D,PAULA S VICK,28-05-92,,405-942-8920,29975,25392,1,,419,1,,USD,Y,USD,-97.57284,35.517857
9201,HUNTINGTON,10 E Mall Rd,Barboursville,WV,25504,29881,22372,8879,0,8879,9201,HUNTINGTON,9201,HUN,C,CHARLES MICHAEL MCCLUNG,01-12-95,,304-733-0954,36416,22372,1,,219,9,,USD,Y,USD,-82.28563,38.391209
1339,FAIRBANKS,34 College Rd,Fairbanks,AK,99701,29499,20970,4454,5953,10407,1339,FAIRBANKS,1339,FAI,A,UNKNOWN,07-11-16,,907-456-6046,29258,20997,1,,110,2,,USD,Y,USD,-147.72045,64.83507
9856,BOS-HANOVER,1246 Washington St,Hanover,MA,2339,29440,24427,2483,0,2483,9856,BOS-HANOVER,9856,BOS,A,MARK J NADEAU,01-11-98,,781-829-6571,28570,25358,1,,310,8,,USD,Y,USD,-70.85913,42.12867
104,CHI-ORLAND PARK,15102 S La Grange Rd,Orland Park,IL,60462,29375,23010,3623,0,3623,104,CHI-ORLAND PARK,104,CHI,C,BRUCE D LEITERMAN,27-07-95,,708-349-4458,29249,23010,1,,202,9,,USD,Y,USD,-87.83542,41.623532
4967,MON-SAINT LAURENT,3610 Blvd de la Cote-Vertu,Saint-Laurent,QC,H4R1P8,29307,20215,2057,0,2057,4967,MON-SAINT LAURENT,4967,MON,C,UNKNOWN,16-10-14,,514-416-4345,29453,20215,1,,507,8,,CAD,Y,CAD,-73.700494,45.499956
4742,ORL-WINTER PARK,501 N Orlando Ave Ste 135,Winter Park,FL,32789,29000,23183,5172,0,5172,4742,ORL-WINTER PARK,4742,ORL,A,RON HAINES,26-08-04,,407-539-1547,31762,23183,1,,409,7,,USD,Y,USD,-81.35594,28.598677
9103,INDY-GREENWOOD,8030 Hwy 31,Indianapolis,IN,46227,28950,24105,1432,0,1432,9103,INDY-GREENWOOD,9103,IND,B,PHIL M TROUT,24-07-97,,317-882-3266,29139,24158,1,,211,9,,USD,Y,USD,-86.12973,39.678495
1038,PARK CITY,"1688 Uinta Way, Ste B",Park City,UT,84098,28938,18503,6230,0,6230,1038,PARK CITY,1038,PAR,C,VIKI BJORKMAN,09-07-10,,435-649-6196,28983,18503,1,,107,2,,USD,Y,USD,-111.53674,40.726899
5725,PORT-JANTZEN BEACH,12255 N Starlight Ave,Portland,OR,97217,28931,19902,5888,0,5888,5725,PORT-JANTZEN BEACH,5725,POR,A,JOHN KNIGHT,03-02-05,,503-285-0218,28944,19902,1,,109,2,,USD,Y,USD,-122.68665,45.574439
4936,TOR-TORONTO/RIOCAN HALL,142 John St,Toronto,ON,M5V2E3,28929,20545,2938,5028,7966,4936,TOR-RIOCAN HALL,4936,TOR,C,UNKNOWN,01-10-15,,647-317-3706,28081,20545,1,,501,8,,CAD,Y,CAD,-79.390794,43.649113
5041,DEN-AURORA,80 S Abilene St,Aurora,CO,80012,28850,19531,4534,0,4534,5041,DEN-AURORA,5041,DEN,C,UNKNOWN,08-02-13,,303-343-7049,28850,19531,1,,105,2,,USD,Y,USD,-104.83956,39.698387
9860,NWK-EAST HANOVER,410 State Rte 10,East Hanover,NJ,7936,28800,20392,2329,0,2329,9860,NWK-EAST HANOVER,9860,EHA,A,GINA M GIRESI,18-10-98,,973-887-3024,25621,20951,1,,303,8,,USD,Y,USD,-74.36474,40.820012
9198,BOS-SAUGUS,607 Broadway,Saugus,MA,1906,28771,20311,3679,0,3679,9198,BOS-SAUGUS,9198,BOS,C,SALLY MURRAY,22-07-11,,781-233-3423,33437,20311,1,,312,8,,USD,Y,USD,-71.0098,42.462796
2754,HARRISBURG-CAMP HILL,3415 Simpson Ferry Rd Ste 1,Camp Hill,PA,17011,28708,20393,4946,0,4946,2754,HARRISBURG-CAMP HILL,2754,HAR,A,ROBERT E MORGAN,22-08-02,,717-975-0102,28879,20393,1,,208,8,,USD,Y,USD,-76.93084,40.236139
2860,ATL-TUCKER,4000 LaVista Rd,Tucker,GA,30084,28662,22907,2859,0,2859,2860,ATL-TUCKER,2860,ATL,A,DAVID MCGAHA,03-02-02,,678-280-1012,30054,22907,1,,418,7,,USD,Y,USD,-84.22036,33.853853
1173,NYC-QUEENS/FRESH MEADOWS,18704 Horace Harding Expy,Fresh Meadows,NY,11365,28426,18172,1100,0,1100,1173,NYC-QUEENS/FRESH MEADOWS,1173,NYC,C,UNKNOWN,17-05-13,,718-464-4057,17076,18294,1,,309,8,,USD,Y,USD,-73.79209,40.738983
6816,WINSTON-SALEM,1050 Hanes Mall Blvd,Winston-Salem,NC,27103,28333,20615,4575,0,4575,6816,WINSTON-SALEM,6816,WIN,A,MARSHA THIEBAUD,19-02-06,,336-765-6402,27169,20615,1,,313,7,,USD,Y,USD,-80.30733,36.066545
4826,HART-MANCHESTER,1520 Pleasant Valley Rd,Manchester,CT,6042,28327,21820,3350,0,3350,4826,HART-MANCHESTER,4826,HAR,A,RENE AXELSON,25-07-04,,860-644-2939,28554,21820,1,,307,8,,USD,Y,USD,#N/A,#N/A
5023,N. ORL-COVINGTON,69290 Hwy 21,Covington,LA,70433,28290,18604,4765,605,5370,5023,N.ORL-COVINGTON,5023,NOR,C,CASEY PARSONS,16-03-12,,985-893-3420,28218,18604,1,,415,1,,USD,Y,USD,-90.10491,30.470793
2041,"ALEXANDRIA, LA",2643 S MacArthur Dr,Alexandria,LA,71301,28283,21456,3493,0,3493,2041,"ALEXANDRIA, LA",2041,ALE,A,BRIAN W KENDRICK,07-09-00,,318-449-1599,28217,21488,1,,415,1,,USD,Y,USD,-92.46015,31.294532
8847,SEA-TUKWILA,17400 Southcenter Pkwy,Tukwila,WA,98188,28252,18703,5317,0,5317,8847,SEA-TUKWILA,8847,SEA,A,MARK THOMA,25-05-08,,206-575-2538,27876,18703,1,,111,2,,USD,Y,USD,-122.27472,47.450321
4813,BRADENTON,831 Cortez Rd W,Bradenton,FL,34207,28243,20317,5151,0,5151,4813,BRADENTON,4813,BRA,A,BRIAN PARKS,11-04-04,,941-752-7772,28549,20317,1,,414,7,,USD,Y,USD,-82.57646,27.438719
2032,RICHMOND-COLONIAL HEIGHTS,90 Southgate Square,Colonial Heights,VA,23834,28203,22090,3046,0,3046,2032,RICHMOND-COLONIAL HT,2032,COL,C,LEE MEADOWS,02-03-00,,804-524-0455,28746,22722,1,,316,7,,USD,Y,USD,-77.40438,37.265403
1040,CHI-CHICAGO/CLARK ST,3131 N Clark St,Chicago,IL,60657,28140,22483,2501,0,2501,1040,CHI-CHICAGO/CLARK ST,1040,CHI,C,SAM WYATT,16-07-10,,773-327-7127,28651,22483,1,,202,9,,USD,Y,USD,-87.65852,41.940832
1226,MIA-HIALEAH,"500 W 49th St, Ste B",Hialeah,FL,33012,28123,20305,643,0,643,1226,MIA-HIALEAH,1226,MIA,C,UNKNOWN,06-02-14,,786-220-8849,12736,20474,1,,410,7,,USD,Y,USD,-80.30069,25.864773
9984,MSP-COON RAPIDS,44 Coon Rapids Blvd NW,Coon Rapids,MN,55448,28044,21882,2760,0,2760,9984,MSP-COON RAPIDS,9984,MSP,A,STORE CLOSED,26-06-99,20-02-20,(763) 783-0494,27021,21882,1,,215,9,,USD,Y,USD,-93.29635,45.186232
1049,"CHI-HIGHLAND, IN",10323 Indianapolis Blvd,Highland,IN,46322,28007,20565,3787,0,3787,1049,"CHI-HIGHLAND, IN",1049,CHI,C,WENDY LIPPELT,01-04-11,,219-924-6705,28007,20565,1,,203,9,,USD,Y,USD,-87.45806,41.549851
5043,"PROV-SEEKONK, MA",251 Highland Ave,Seekonk,MA,2771,28000,19924,3910,0,3910,5043,PROV-SEEKONK,5043,PRO,C,UNKNOWN,12-09-13,,508-336-4101,28034,19871,1,,310,8,,USD,Y,USD,-71.32343,41.84345
8810,"DC-WALDORF, MD",3026 Festival Way,Waldorf,MD,20601,28000,21146,3321,0,3321,8810,"DC-WALDORF, MD",8810,DCW,C,PAUL D LAMB,28-08-99,,301-638-5669,28054,21241,1,,315,8,,USD,Y,USD,-76.86008,38.634306
2865,MCALLEN,520 E Expy 83,McAllen,TX,78503,27798,19354,7318,0,7318,2865,MCALLEN,2865,MCA,A,ALAN R REBMAN,26-05-02,,956-631-4065,29742,19354,1,,406,1,,USD,Y,USD,-98.25042,26.172018
1158,ST. L-BRENTWOOD,1519 S Brentwood Blvd,Brentwood,MO,63144,27779,19269,3214,0,3214,1158,ST.L-BRENTWOOD,1158,STL,C,UNKNOWN,17-08-12,,314-961-1395,13388,19096,1,,216,9,,USD,Y,USD,-90.34964,38.619152
1255,OMAHA-CENTRAL,713 S 72nd St,Omaha,NE,68114,27739,18898,5766,0,5766,1255,OMAHA-CENTRAL,1255,OMA,C,UNKNOWN,16-10-14,,402-509-6164,27739,18898,1,,213,9,,USD,Y,USD,-96.04798,41.264531
5050,PHX-RAY,4735 E Ray Road,Phoenix,AZ,85044,27725,17109,4216,0,4216,5050,PHX-RAY,5050,PHX,C,UNKNOWN,12-09-13,,480-705-9426,26884,17292,1,,103,4,,USD,Y,USD,-111.99246,33.333591
2785,JAX-SOUTHSIDE,9041 Southside Blvd Ste 140,Jacksonville,FL,32256,27706,20226,4247,0,4247,2785,JAX-SOUTHSIDE,2785,JAX,A,MICHAEL B CORNETT,10-10-02,,904-363-3618,26164,20051,1,,413,7,,USD,Y,USD,-81.54604,30.206922
8801,"DC-MANASSAS, VA",10828 Sudley Manor Dr,Manassas,VA,20109,27610,20353,3804,0,3804,8801,"DC-MANASSAS, VA",8801,DCM,A,MICHAEL R PANUS,17-07-99,,703-365-2589,26916,20594,1,,221,7,,USD,Y,USD,-77.51294,38.790202
6716,"MIDDLETOWN, NY",88-5 Dunning Rd,Middletown,NY,10940,27563,20703,3733,0,3733,6716,"MIDDLETOWN, NY",6716,MID,A,KATE DIPPRE,17-08-06,,845-343-9900,27578,20703,1,,308,8,,USD,Y,USD,-74.43951,41.449364
9564,ATL-FAYETTEVILLE,27 Hudson Plaza,Fayetteville,GA,30214,27500,21296,1180,0,1180,9564,ATL-FAYETTEVILLE,9564,FAY,A,HENRY L HAMILTON,28-08-95,,770-461-6300,27500,23450,1,,418,7,,USD,Y,USD,-84.47668,33.47875
8726,BOS-DANVERS,35 Independence Way,Danvers,MA,1923,27490,18675,4811,0,4811,8726,BOS-DANVERS,8726,BOS,A,RICHARD KANE,18-07-08,,978-777-2526,27066,18675,1,,306,8,,USD,Y,USD,-70.94322,42.569756
9832,MAYS LANDING,240 Consumer Square,Mays Landing,NJ,8330,27300,22010,2100,0,2100,9832,MAYS LANDING,9832,ATL,A,J. MCMILLAN,17-05-98,,609-485-0200,27502,23020,1,,318,8,,USD,Y,USD,-74.7581,39.478771
4922,TOR-MISSISSAUGA/HEARTLAND,"905 Britannia Rd W, Unit 7",Mississauga,ON,L5V2X8,27290,20863,3156,0,3156,4922,TOR-MISSISSAUGA/HEARTLAND,4922,TOR,C,UNKNOWN,23-04-15,,289-334-0984,27290,20863,1,,501,8,,CAD,Y,CAD,-79.697999,43.610156
9952,N. ORL-METAIRIE,8851 Veterans Memorial Blvd,Metairie,LA,70003,27200,19792,3984,0,3984,9952,N. ORL-METAIRIE,9952,NOR,C,LORI S OSWALT,04-09-99,,504-464-9884,27200,19793,1,,415,1,,USD,Y,USD,-90.2138,29.997168
8411,OLYMPIA-LACEY,701 Sleater Kinney Rd SE Ste 25,Lacey,WA,98503,27178,22341,2638,0,2638,8411,OLYMPIA-LACEY,8411,LAC,A,DAVID B TAYLOR,01-12-94,,360-923-0550,27178,22503,1,,110,2,,USD,Y,USD,-122.80359,47.027082
